BAD;LOAN;MORTDUE;VALUE;REASON;JOB;YOJ;DEROG;DELINQ;CLAGE;NINQ;CLNO;DEBTINC;P_BAD1;P_BAD0
0;5500;52897;65054;HomeImp;Office;20;0;0;189.29531847;0;19;20.654128896;0.0211717705;0.9788282295
1;5500;24700;35675;DebtCon;Other;0.592494645;0;3;153.93333333;3;27;;0.1061499579;0.8938500421
1;5500;;35510.258468;HomeImp;Other;;;;;;;;0.1061499579;0.8938500421
0;5500;43486;68794.334197;DebtCon;;2.5663346288;0;0;216.13333333;4;30;;0.1061499579;0.8938500421
1;2279.5222415;21359;30000;DebtCon;Other;4.7668864684;3;2;130.8;3;14;;0.1061499579;0.8938500421
1;5500;;13770;HomeImp;Mgr;5;0;1;167.36666667;1;8;;0.1061499579;0.8938500421
0;5500;28905.011574;51708.199464;HomeImp;ProfExe;1.7912216912;0;0;187.02051879;1;27;27.646748505;0.044274304;0.955725696
0;5500;45251.197269;116679;HomeImp;ProfExe;3.5048789938;0;0;186.42441602;1;27;28.417530896;0.0516664445;0.9483335555
0;1335.2142548;78059;78179;DebtCon;;0.9116117009;;;;;;20.679313582;0.1061499579;0.8938500421
0;5500;72147;69918;HomeImp;Sales;4;2;0;158.5344979;0;23;43.404430238;0.4287857113;0.5712142887
1;4043.4142938;40584;46645;HomeImp;Other;2.3089736264;0;1;136.32063746;0;13;34.494708965;0.145863411;0.854136589
1;5500;;9569.3173043;HomeImp;Other;1;0;1;82.294266354;0;2;36.986744097;0.1061499579;0.8938500421
1;2244.7862205;9390.6316032;41410.129367;HomeImp;Mgr;0.1563019795;0;2;48.995845002;0;10;33.126483967;0.2540063949;0.7459936051
0;5500;;66251;HomeImp;Office;1;0;0;43.722336946;0;3;41.452043532;0.1061499579;0.8938500421
0;3466.0001148;71644;72696;HomeImp;Sales;0.418361664;2;0;150.86584513;0;22;40.442567785;0.3941830792;0.6058169208
1;5500;8443.1880723;3433.3347328;DebtCon;ProfExe;3.4373052737;0;0;172.21327665;1;26;32.676640875;0.0590975492;0.9409024508
0;5600;16682.850232;2006.7477773;HomeImp;Office;22;0;0;206.09913412;0;19;18.369540527;0.0168325789;0.9831674211
0;1062.4396575;69435;83489;DebtCon;ProfExe;14;0;0;200.41843402;1;17;22.841092848;0.0278216671;0.9721783329
0;1467.9231565;29648;39907;HomeImp;ProfExe;7.6935136033;0;0;180.56306914;0;13;21.554949656;0.0288568275;0.9711431725
0;130.42296177;76407;12212.297171;HomeImp;Other;9;0;0;91.683770634;0;24;37.773350976;0.0826404875;0.9173595125
1;3827.968949;5000;35269.248599;HomeImp;Other;3.1163768336;1;1;204.06666667;0;11;;0.1061499579;0.8938500421
1;5600;55160;20296.077631;HomeImp;Other;3;1;1;148.13333333;1;14;;0.1061499579;0.8938500421
0;1070.5674251;41439;53893;HomeImp;Office;2.3518233683;;;181.32298993;;19;24.651395744;0.1061499579;0.8938500421
0;5600;6447.2599881;47954;HomeImp;Self;;0;0;204.33524504;0;12;42.397769638;0.1061499579;0.8938500421
0;3494.1620685;100934;12722.278777;HomeImp;Office;23;0;0;117.49959288;0;12;38.750562668;0.0654317909;0.9345682091
0;4965.8618015;;74685;;;;;;;;;24.274865275;0.1061499579;0.8938500421
0;3166.5516504;45066.086273;58249;HomeImp;Office;21;0;0;212.53911509;0;21;21.258026878;0.0206384586;0.9793615414
0;5700;76948;85753;HomeImp;Other;7;0;0;128.47645151;0;25;37.85968784;0.0916533819;0.9083466181
0;5700;22478.246598;36524;HomeImp;ProfExe;8.2603767879;0;0;181.28295679;0;13;24.339533569;0.0353737296;0.9646262704
0;5700;;68591;HomeImp;Office;0;0;0;69.645660473;0;4;41.185039558;0.1061499579;0.8938500421
0;5700;26927;15900.212205;DebtCon;Other;0;1;0;21.799352154;10;6;29.439664242;0.3518951962;0.6481048038
0;5700;49806;65947.404986;DebtCon;;3;0;0;210.34747857;3;30;31.243408701;0.1061499579;0.8938500421
1;752.57275736;70000;84579;DebtCon;Sales;0.0442834568;0;0;95.9;1;17;;0.1061499579;0.8938500421
1;4594.6513917;58400;21168.83681;HomeImp;ProfExe;3.3799486437;0;0;177.5;2;26;;0.1061499579;0.8938500421
1;5700;80437;109647;HomeImp;ProfExe;9.5;0;0;104.4;0;14;;0.1061499579;0.8938500421
1;5700;77213;54763.645128;DebtCon;Sales;0;0;0;97.133170952;1;16;41.777888631;0.2655471721;0.7344528279
0;5700;16372.492929;82923;HomeImp;Other;4;0;0;117.6739652;0;15;42.464866285;0.1823223272;0.8176776728
1;5147.0032114;10031.607493;79538;HomeImp;Other;0.8697837996;0;0;92.643084556;0;15;41.21001247;0.1850503894;0.8149496106
0;3267.1811987;;39052;HomeImp;Other;0.1553601316;0;0;272.22062826;0;25;39.896104618;0.1061499579;0.8938500421
1;5700;74172;27924.952474;DebtCon;ProfExe;0;0;0;157.00977472;0;28;47.415228659;0.1141119852;0.8858880148
0;5700;10084.327677;33450;DebtCon;Other;0;1;0;15.396587392;9;7;30.017013296;0.3639758954;0.6360241046
0;4715.2536214;;64910;;;;;;;;;33.850461221;0.1061499579;0.8938500421
0;5700;;44495.286676;HomeImp;Office;0.0727718948;0;0;48.853667057;0;3;38.773685963;0.1061499579;0.8938500421
0;5800;;36385;HomeImp;Other;2;0;0;266.55339438;1;25;43.309764541;0.1061499579;0.8938500421
0;5800;;41119;HomeImp;Other;2;0;0;261.40521864;0;26;42.191941556;0.1061499579;0.8938500421
0;5800;75000;90543;DebtCon;Mgr;18;0;0;300.4872058;1;23;38.940575356;0.0569534351;0.9430465649
0;521.90545663;79296;86885;DebtCon;Mgr;1.9143812321;0;1;307.9748816;1;23;39.959108765;0.1064206221;0.8935793779
1;5800;27791;3683.8820207;DebtCon;Mgr;1.3349809215;0;0;83.289062746;1;13;30.187805389;0.0654457725;0.9345542275
0;2252.9334619;172595;250155;DebtCon;Sales;;0;0;126.40098356;0;21;43.20775979;0.1061499579;0.8938500421
0;1926.8561024;;34704;HomeImp;;;;;;;;34.174055545;0.1061499579;0.8938500421
0;5800;;73804;HomeImp;Office;1;0;0;71.766557161;0;4;41.287423388;0.1061499579;0.8938500421
0;4506.2107888;46595;45054.306455;HomeImp;Other;5;0;0;80.131746414;0;17;24.140153667;0.0469063222;0.9530936778
1;5456.8682777;;19126.438973;DebtCon;Self;0.9200997646;2;1;36.766666667;1;8;;0.1061499579;0.8938500421
0;4382.8248352;34060.304584;59012.564717;HomeImp;Other;7;0;0;120.37941429;0;24;41.442500462;0.1338397438;0.8661602562
1;5900;;12992.593367;HomeImp;Other;;0;0;238.6;1;2;;0.1061499579;0.8938500421
0;5900;;12077.227462;HomeImp;;1;0;0;;0;0;12.749180645;0.1061499579;0.8938500421
0;5000.7294605;11782.87292;91175;DebtCon;ProfExe;2;;;;;;27.595273523;0.1061499579;0.8938500421
1;5900;13982.661864;41856;DebtCon;Other;1.6365234729;0;2;157.96001139;3;27;40.628278175;0.3639463901;0.6360536099
0;5900;67642.811398;78976;HomeImp;Other;8.9565758449;0;1;118.44249103;0;24;40.110407425;0.1777606811;0.8222393189
0;5900;;40040.276668;;;;;;;;;32.782926828;0.1061499579;0.8938500421
1;5900;106650;;DebtCon;Mgr;1;0;6;250.56666667;4;23;;0.1061499579;0.8938500421
0;1534.1640709;;20332.565056;;;;;;;;;32.977197226;0.1061499579;0.8938500421
0;6000;95232;115977;HomeImp;Office;22;0;0;149.0229081;1;12;37.954336913;0.0885698507;0.9114301493
1;2144.4956363;33062.794138;37348.719947;HomeImp;Office;0.1;2;1;154.13333333;4;26;;0.1061499579;0.8938500421
1;1481.3848387;4755.634133;4751.8807525;HomeImp;Other;1.2179264353;0;1;116.1;8;34;;0.1061499579;0.8938500421
1;1732.7418568;64623.832132;79221.04474;;Other;5.2765160293;1;3;69.3;1;34;;0.1061499579;0.8938500421
1;6000;;;HomeImp;Office;9.5669452686;;2;122.76666667;;23;;0.1061499579;0.8938500421
1;6000;33600;;HomeImp;Other;2;0;0;140.93333333;1;20;;0.1061499579;0.8938500421
1;177.99163339;42000;5755.8857102;DebtCon;Other;19;0;0;90;2;13;;0.1061499579;0.8938500421
1;6000;15393.222087;54904;HomeImp;Other;2;0;0;51.733333333;1;9;;0.1061499579;0.8938500421
1;6000;9660;35900;DebtCon;Other;5.2676158833;0;1;136.3;3;6;;0.1061499579;0.8938500421
1;3585.574026;5812.4867086;32200;DebtCon;Other;4;0;0;83.333333333;3;20;;0.1061499579;0.8938500421
1;6000;16878;25850;;Mgr;1;0;1;218.6;5;34;;0.1061499579;0.8938500421
1;6000;72951;80000;HomeImp;Other;22.8;0;0;343.9;1;47;;0.1061499579;0.8938500421
0;6000;43000;57460;HomeImp;Other;0.9984214951;1;;101.5;;13;;0.1061499579;0.8938500421
0;6000;26614.941591;64790;DebtCon;Other;0.1;0;2;105.4;3;18;;0.1061499579;0.8938500421
1;2035.200458;23171.987802;94394.07;HomeImp;Other;0;0;1;179.56666667;0;32;;0.1061499579;0.8938500421
0;6000;47953.513923;85088.116125;HomeImp;ProfExe;6;0;0;222.16666667;2;24;;0.1061499579;0.8938500421
0;6000;53227;68700;HomeImp;Mgr;3;0;2;122.73333333;0;23;;0.1061499579;0.8938500421
0;1999.7238517;;33129.592583;HomeImp;Other;;;;100.93333333;;9;;0.1061499579;0.8938500421
1;6000;111.45569296;61493;HomeImp;Office;23;0;0;321.63333333;1;13;;0.1061499579;0.8938500421
1;692.20061446;40000;54600;HomeImp;ProfExe;1.7776003674;0;4;101.4;0;19;;0.1061499579;0.8938500421
0;5605.3218002;18793;27750;HomeImp;Mgr;6;0;3;119.7;0;8;;0.1061499579;0.8938500421
1;6000;58877.493929;200000;DebtCon;ProfExe;5;6;0;90.3;6;29;;0.1061499579;0.8938500421
1;6000;;95500;HomeImp;Mgr;6;1;2;129.9;1;22;;0.1061499579;0.8938500421
0;6000;79046;103048;HomeImp;Other;0;0;0;181.69653802;0;32;37.289989924;0.0772548396;0.9227451604
0;6000;;53190;HomeImp;;0;0;0;;0;0;15.174415003;0.1061499579;0.8938500421
1;4906.894077;;43683;HomeImp;Other;;;;;;;21.935498813;0.1061499579;0.8938500421
1;6000;4283.5661085;82656.538472;HomeImp;ProfExe;12;0;0;213.53333333;0;19;;0.1061499579;0.8938500421
1;6100;48500;62500;DebtCon;Mgr;7;;4;111.3;2;11;;0.1061499579;0.8938500421
0;1525.3080708;;47400;;;;;;;;;;0.1061499579;0.8938500421
0;6100;91704;114799;HomeImp;Office;22;0;0;129.25008957;1;12;36.746766237;0.0869421429;0.9130578571
0;6100;47604;46354.595364;HomeImp;Other;5;0;0;70.69532973;0;18;24.76674453;0.0493462619;0.9506537381
0;6100;;35250;HomeImp;Other;;;;303;;12;;0.1061499579;0.8938500421
0;4015.7091179;62751;95617;HomeImp;Other;1;0;0;138.64686318;1;13;31.757270694;0.0877033596;0.9122966404
0;6100;13286.928364;20558.112736;HomeImp;Office;9;;;178.48960216;;19;26.72002818;0.1061499579;0.8938500421
0;57.131560825;68743;44049.129741;HomeImp;Sales;0.942385788;1;0;153.0667831;0;22;40.15052706;0.2748450974;0.7251549026
0;6100;79636;87276;HomeImp;Other;20;0;0;350.43613755;0;47;28.848276581;0.0198550665;0.9801449335
0;6100;;14481.684449;HomeImp;;0;0;1;;0;0;13.306013076;0.1061499579;0.8938500421
0;6100;26444.878478;95433;DebtCon;ProfExe;0;;;;;;28.925117417;0.1061499579;0.8938500421
0;2064.9208926;40209.093861;97944;DebtCon;ProfExe;0;;;;;;28.876463055;0.1061499579;0.8938500421
0;6020.9514075;195.13422358;79859.609648;DebtCon;Sales;1.1537485296;0;0;122.24494502;0;30;32.552543335;0.1673535443;0.8326464557
0;6200;171582;50687.820922;DebtCon;Sales;;0;0;135.10893025;0;22;39.783818126;0.1061499579;0.8938500421
0;1205.6618421;;33909;HomeImp;;;;;;;;34.517404516;0.1061499579;0.8938500421
0;6200;46601;59486;HomeImp;Other;5;0;0;84.63211066;0;18;25.35001036;0.0516947396;0.9483052604
0;6200;60354;87596;HomeImp;ProfExe;3.0658117347;0;0;210.17306467;2;23;34.054811237;0.0724672969;0.9275327031
0;6200;155.76167361;39257.455449;DebtCon;;2;0;0;201.33448747;4;29;29.661710162;0.1061499579;0.8938500421
0;6200;;23526.999391;HomeImp;Other;;;;293.95872355;;11;30.197630728;0.1061499579;0.8938500421
1;6200;;;DebtCon;Self;3;;;80.5;2;17;;0.1061499579;0.8938500421
0;2148.107261;;80078;;;;;;;;;25.375544161;0.1061499579;0.8938500421
1;3358.209333;42100;24160.052485;DebtCon;Other;4.8417235158;0;1;164.8;1;28;;0.1061499579;0.8938500421
0;6200;70793;71552;HomeImp;Sales;3;2;0;162.94515692;0;23;40.315396587;0.376328073;0.623671927
0;6200;73881;98550;HomeImp;Other;0;0;1;182.8787798;0;31;37.19944569;0.1280137172;0.8719862828
0;6200;9886.9784835;64854;DebtCon;;4;;1;63.117023228;;16;36.538747338;0.1061499579;0.8938500421
0;1747.1876217;24136.7579;96462;DebtCon;ProfExe;0;;;;;;27.167655962;0.1061499579;0.8938500421
0;6200;;51732;;;;;;;;;12.324707091;0.1061499579;0.8938500421
0;6200;133882;28251.971284;HomeImp;ProfExe;9;0;0;212.53764322;0;19;20.616783656;0.0132268341;0.9867731659
0;6200;73007.207978;39527.184583;HomeImp;Other;24;0;0;324.68682941;0;47;28.285532103;0.017868199;0.982131801
0;4402.7329297;39767.221689;61956;HomeImp;Other;2;0;;101.16706032;;13;38.675140153;0.1061499579;0.8938500421
1;6300;98553.477017;39112.883651;HomeImp;Office;23;0;0;124.74559549;1;12;35.642270107;0.0636950375;0.9363049625
1;6300;55000;8180.1776985;DebtCon;ProfExe;0.5271773629;0;0;130.06666667;0;20;;0.1061499579;0.8938500421
0;3143.4068509;;72890;HomeImp;Office;1;0;0;41.250113587;0;3;39.198068218;0.1061499579;0.8938500421
0;6300;44226;57779;DebtCon;;7;;0;63.626413251;;16;33.111829109;0.1061499579;0.8938500421
0;6300;;29047.546219;HomeImp;Other;;;;294.47804756;;12;31.447750409;0.1061499579;0.8938500421
0;3736.6527269;78724;80355;HomeImp;Other;1.5736835793;0;0;335.07414261;1;46;31.177261304;0.0308721421;0.9691278579
1;6300;59793;98314;DebtCon;Self;2.2;0;0;120.73333333;0;8;;0.1061499579;0.8938500421
1;456.70562124;65875;76000;DebtCon;Mgr;0.2187891533;2;0;84;1;12;;0.1061499579;0.8938500421
1;6300;31116.303117;12740.893455;DebtCon;;0.2042890024;0;0;209.35804693;4;30;29.595955514;0.1061499579;0.8938500421
0;6300;58449.089378;117352;HomeImp;ProfExe;6;0;0;199.01192718;0;27;26.520049519;0.0359006321;0.9640993679
0;6300;46168.341368;70091;DebtCon;ProfExe;9;0;4;153.78043854;1;30;21.719595981;0.1997804314;0.8002195686
1;6300;49498;64296;DebtCon;Mgr;6;;4;111.20651324;1;10;38.577131937;0.1061499579;0.8938500421
0;6300;48994.717056;10695.979104;DebtCon;ProfExe;1;;;;;;29.835960721;0.1061499579;0.8938500421
1;5399.730376;12476;32559;HomeImp;Office;9.2576473976;3;6;227.12990511;0;23;23.31951678;0.7306731516;0.2693268484
0;3091.4213897;1117.9072871;73726;HomeImp;Sales;1.2633231316;2;0;163.28393319;1;22;42.407814245;0.5387031707;0.4612968293
0;6300;26655;29792;DebtCon;Other;1;1;0;12.759267447;10;6;28.36185178;0.3478834018;0.6521165982
1;6400;25144;45200;HomeImp;Other;25;0;2;128;4;17;;0.1061499579;0.8938500421
1;6400;99131;125652;HomeImp;Other;6.9380133035;;;419.3751538;1;50;42.244927573;0.1061499579;0.8938500421
0;6400;76577;83200;DebtCon;;5;;;;;;22.055034214;0.1061499579;0.8938500421
0;6400;38020.583631;20512.302228;HomeImp;Other;0;0;;104.79246836;;13;36.416886965;0.1061499579;0.8938500421
0;6400;53476;12963.943515;DebtCon;ProfExe;4.5632292971;0;3;164.31540986;1;30;21.137981572;0.1009196785;0.8990803215
0;4296.0968455;81116;86148;HomeImp;ProfExe;1.375875768;0;0;262.17542613;0;11;42.068268179;0.0898879396;0.9101120604
0;6400;17491;63614;HomeImp;Office;14.71231114;0;0;325.29930871;0;12;40.244404369;0.0758355298;0.9241644702
0;5495.5040749;2323.0812754;74332;HomeImp;Mgr;6.0268732882;;1;213.8321032;0;24;40.64461955;0.1061499579;0.8938500421
0;6400;62746;32704.498232;DebtCon;ProfExe;3.072743868;0;0;133.10154783;0;20;40.188123128;0.0865392617;0.9134607383
0;6400;76732;78084;HomeImp;Other;4.8439444475;0;0;109.19302137;0;26;37.964554318;0.0947230183;0.9052769817
0;6400;70035;30009.050245;DebtCon;Sales;3;0;0;147.07716353;0;31;31.206129763;0.0921553298;0.9078446702
0;5581.500354;3400.4491548;49699.288672;HomeImp;Office;9;;;177.59135402;;19;26.1209597;0.1061499579;0.8938500421
1;6400;51436;91284;DebtCon;;4;0;0;209.64289843;2;30;31.971971208;0.1061499579;0.8938500421
0;4160.1660152;44968;62747;HomeImp;Other;0;1;;101.39144532;;12;36.602947343;0.1061499579;0.8938500421
0;6400;9113;46351;HomeImp;Self;;0;0;202.25079583;0;11;45.114319388;0.1061499579;0.8938500421
0;916.09705133;15340.767865;786.13672962;DebtCon;Other;0.8405592138;1;0;10.42564285;10;6;29.753700283;0.368231536;0.631768464
0;6400;57887;74776;HomeImp;Mgr;3;0;1;126.32864372;0;22;28.756345434;0.0786176848;0.9213823152
0;6500;31241.369955;53102;HomeImp;Office;9;;;180.84124987;;19;27.839006664;0.1061499579;0.8938500421
0;2129.2663313;;37448;HomeImp;Other;;;;333.23089989;;11;29.011980578;0.1061499579;0.8938500421
1;4743.8351418;41271.006403;45057.373733;HomeImp;Other;0.5900266495;0;0;127.06270157;2;21;37.800352933;0.1311977575;0.8688022425
0;6500;80739;96923.293715;DebtCon;ProfExe;0.3517045459;;;;;;30.531264536;0.1061499579;0.8938500421
0;2243.5044696;63144;76754;HomeImp;Mgr;0.2485705867;0;2;129.0777116;0;23;29.055433128;0.1295098371;0.8704901629
0;1193.9309017;8411.0165004;3934.6693035;HomeImp;ProfExe;11;0;0;191.0756559;0;13;24.227319339;0.0330826149;0.9669173851
0;6500;78741;90599;DebtCon;ProfExe;0;;;;;;29.198860669;0.1061499579;0.8938500421
0;4874.3371788;51724;87770;DebtCon;;2.128764839;0;0;209.32631158;4;29;30.343448604;0.1061499579;0.8938500421
1;2359.5146259;13600;;HomeImp;Other;14;2;5;115.36666667;1;16;;0.1061499579;0.8938500421
1;2189.7430975;48000;61000;DebtCon;Other;1;1;0;97.299756098;6;38;;0.1061499579;0.8938500421
1;4089.6553139;65000;80400;DebtCon;Other;15;0;0;224.86666667;0;13;;0.1061499579;0.8938500421
0;6500;22789;35836;HomeImp;Office;0.185675847;0;0;110.56666667;2;30;;0.1061499579;0.8938500421
0;6500;75113;74121.060387;HomeImp;Office;12.27113389;0;0;332.73333333;2;38;;0.1061499579;0.8938500421
0;1308.4481744;55000;57944.951696;HomeImp;Office;29;0;0;234.4;1;17;;0.1061499579;0.8938500421
0;6500;22732.166267;70000;DebtCon;ProfExe;9;0;0;54.766666667;2;24;;0.1061499579;0.8938500421
0;701.45801883;70300;107500;DebtCon;Office;0.5433256694;0;0;242.46666667;1;38;;0.1061499579;0.8938500421
1;2168.4396885;37952.303052;16402.090207;HomeImp;ProfExe;21.144380846;0;0;475.8;2;40;;0.1061499579;0.8938500421
0;6500;81145;117530;HomeImp;Office;2.3226095775;0;0;327.20063852;1;38;34.345837692;0.0392426132;0.9607573868
0;4319.3484847;;70886;;;;;;;;;23.47088075;0.1061499579;0.8938500421
1;6500;183860;208910;DebtCon;ProfExe;4;6;0;86.452226941;6;29;69.8005248;0.9599199148;0.0400800852
0;6500;9036.7812545;72557;DebtCon;Other;0;0;1;94.00805286;2;18;34.898413066;0.2244299051;0.7755700949
0;6600;20749.242339;89742;HomeImp;Office;8.6923699364;0;0;232.52729073;0;16;26.160494887;0.0385472372;0.9614527628
1;1993.090713;32661.863996;84855;DebtCon;;2.4024667555;;;;;;20.028353505;0.1061499579;0.8938500421
0;6101.9753838;;48800;HomeImp;;0;0;0;;0;0;12.219436152;0.1061499579;0.8938500421
0;6600;49400.768457;81973;HomeImp;Other;5;0;0;96.977667199;0;14;42.211046784;0.1645051359;0.8354948641
0;6600;23452.581926;50486;HomeImp;Office;10;;;179.80086812;;19;27.532376107;0.1061499579;0.8938500421
0;6600;95450;112630;HomeImp;Office;23;0;0;122.81558408;0;12;36.773458722;0.076240512;0.923759488
0;6600;;8376.4437168;HomeImp;;0;0;0;;0;0;14.845990728;0.1061499579;0.8938500421
0;6600;92528.424523;63152.359057;HomeImp;Other;11;;;423.20962409;2;49;40.957090317;0.1061499579;0.8938500421
1;6700;;55396;;;;;;;;;15.703991562;0.1061499579;0.8938500421
0;6700;55113;11843.812716;HomeImp;Other;4;0;0;84.417030462;0;17;23.642853829;0.0391560322;0.9608439678
1;6689.6686461;22706.300742;70543;HomeImp;ProfExe;3.0782103436;0;0;195.78086332;0;19;32.397593406;0.0625311634;0.9374688366
0;2483.000561;;11875.343777;DebtCon;Other;2;0;0;283.89723134;0;14;24.120451557;0.1061499579;0.8938500421
0;6700;49367;59609;HomeImp;Other;6;0;0;99.303700784;0;17;25.231366381;0.0490124874;0.9509875126
0;6700;58741;45658.92893;DebtCon;ProfExe;6.0890921387;0;3;173.5744163;1;31;23.587013228;0.1207763267;0.8792236733
0;6700;27510;42495;DebtCon;Other;2;0;2;171.52648922;3;27;41.428597508;0.3529888294;0.6470111706
1;6700;;81239;HomeImp;Other;15.364543928;;;;;;40.894931701;0.1061499579;0.8938500421
0;4460.3301666;27497.077697;83014;HomeImp;Other;0;1;0;263.17343429;0;5;37.70699649;0.1555901875;0.8444098125
0;6700;30100.653815;20525.994255;HomeImp;Office;21;0;0;193.75474567;0;19;19.549571698;0.0187777718;0.9812222282
0;6700;48430;64358;HomeImp;Other;0;1;;108.35174747;;13;38.894194746;0.1061499579;0.8938500421
1;6700;18826.183386;36195;HomeImp;Office;1;0;0;112.13708066;1;30;38.52863281;0.1042293836;0.8957706164
0;2064.3875383;66587;70710;DebtCon;ProfExe;3.1074228217;1;0;43.923382631;1;24;39.738576265;0.1798703382;0.8201296618
1;2673.1825872;;16333.889097;HomeImp;Mgr;2.8967279172;0;0;174.72183413;1;8;62.246451123;0.1061499579;0.8938500421
0;3243.1102267;38442.336245;55086.963259;HomeImp;Office;20;0;0;209.20630035;0;20;20.203517707;0.0201266479;0.9798733521
0;6700;134616;155034;HomeImp;ProfExe;3.7633403557;1;0;215.42240638;0;19;19.493871984;0.0280617008;0.9719382992
0;6800;136951;46913.009081;HomeImp;ProfExe;11;0;0;219.7356734;1;18;20.885093499;0.0156372583;0.9843627417
0;6800;138691;160063;HomeImp;ProfExe;12;0;0;208.42084303;0;19;19.33336736;0.0173070138;0.9826929862
0;3613.1184723;24370.769608;603.53099223;DebtCon;Mgr;7;;4;116.6327333;3;10;39.215028911;0.1061499579;0.8938500421
0;1459.8726332;78292;86959;DebtCon;;3;;;;;;18.927211638;0.1061499579;0.8938500421
0;6464.6095053;139578;154602;HomeImp;ProfExe;12;0;0;201.96083432;0;18;22.325828788;0.0215847288;0.9784152712
0;947.45733242;38806.323157;74816;HomeImp;Mgr;2;0;2;126.30323511;0;22;27.118653527;0.1280370071;0.8719629929
0;2953.4737575;22193.780753;88178;HomeImp;Other;8.677770913;0;0;341.46505556;0;46;27.523246143;0.0267058332;0.9732941668
1;6800;31000;17281.101962;DebtCon;Mgr;3.5;1;0;106.26666667;2;26;;0.1061499579;0.8938500421
0;3815.326655;45150;57150;DebtCon;Office;0.958631285;0;1;94.333333333;3;12;;0.1061499579;0.8938500421
0;6800;56155;57912;HomeImp;Office;21;0;0;206.30632134;0;20;21.798513082;0.0207133104;0.9792866896
1;5061.1649937;;27410;HomeImp;Mgr;2.790713116;1;0;2.0333333333;1;5;;0.1061499579;0.8938500421
0;6800;178559;247611;DebtCon;Sales;;0;0;127.23414105;0;22;42.083901678;0.1061499579;0.8938500421
0;559.48629461;;69044.779559;HomeImp;Office;1;0;0;48.818836477;0;3;40.787393229;0.1061499579;0.8938500421
0;6800;58575.422329;99913;HomeImp;Other;0;0;1;196.46499893;0;31;35.761604731;0.1212651819;0.8787348181
1;6800;5887.7956916;88754;DebtCon;Mgr;6.7729891049;0;1;298.70048215;0;23;39.107501643;0.1222872251;0.8777127749
0;1149.5158294;75880;113612;DebtCon;Office;0.1936923974;0;0;230.80558812;1;38;17.965883444;0.0157521643;0.9842478357
0;6900;24684.228325;87466;HomeImp;Other;0.1067005815;0;0;112.58906066;0;15;41.428089899;0.1724775687;0.8275224313
0;6900;53776;51952;HomeImp;Other;2.3131358145;0;0;87.900118337;0;17;22.286997477;0.0403165148;0.9596834852
1;6900;53328;31157.490549;DebtCon;Sales;1.6652713631;0;0;101.5319079;0;21;35.764058362;0.1651291069;0.8348708931
0;6900;5816;;HomeImp;Mgr;8.7382471258;0;2;67.8;1;18;;0.1061499579;0.8938500421
1;6900;57257;63752;DebtCon;Other;10;2;0;138.23477796;0;22;38.372460882;0.1979718148;0.8020281852
1;4694.1619127;8938.3372975;80370.242411;HomeImp;Sales;1;0;0;122.26666667;2;43;;0.1061499579;0.8938500421
0;6900;97662;110046;HomeImp;Office;24;0;0;111.12339734;0;11;37.253150854;0.0800424557;0.9199575443
