LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
4260.709287,68989.54889,103048,HomeImp,Other,0,0,0,181.696538,0,32,37.28998992
683.4606895,,17894.49752,HomeImp,,0,0,0,,0,0,15.174415
6000,,4733.194969,HomeImp,Other,,,,,,,21.93549881
2180.624743,129731,154113,HomeImp,ProfExe,1.335357048,0,0,213.5333333,0,19,
6100,48500,62500,DebtCon,Mgr,4.626693661,,4,111.3,2,11,
4537.516823,,28113.86337,,,,,,,,,
399.9779097,91704,68402.43049,HomeImp,Office,22,0,0,129.2500896,1,12,36.74676624
1482.49455,38598.94432,54966,HomeImp,Other,1.367432208,0,0,70.69532973,0,18,24.76674453
6100,,5045.969264,HomeImp,Other,,,,303,,12,
6100,39583.19006,95617,HomeImp,Other,1,0,0,138.6468632,1,13,31.75727069
6100,38412.64535,53388,HomeImp,Office,9,,,178.4896022,,19,26.72002818
6100,41629.00911,65321,HomeImp,Sales,2.566127932,1,0,153.0667831,0,22,40.15052706
6100,8782.375056,87276,HomeImp,Other,20,0,0,350.4361376,0,47,28.84827658
6100,,46830,HomeImp,,0,0,1,,0,0,13.30601308
2993.281028,1269.353527,14127.56984,DebtCon,ProfExe,0,,,,,,28.92511742
6100,77265,86076.00409,DebtCon,ProfExe,0,,,,,,28.87646306
6200,64608.92434,52047.00041,DebtCon,Sales,3.469006652,0,0,122.244945,0,30,32.55254334
6200,171582,231573.1797,DebtCon,Sales,,0,0,135.1089303,0,22,39.78381813
4988.838723,,23080.81239,HomeImp,,,,,,,,34.51740452
789.9416811,5992.338259,59486,HomeImp,Other,5,0,0,84.63211066,0,18,25.35001036
6200,60354,35030.45019,HomeImp,ProfExe,4.918461018,0,0,210.1730647,2,23,34.05481124
6200,5238.536217,82054,DebtCon,,0.306853936,0,0,201.3344875,4,29,29.66171016
220.8556913,,27895.71784,HomeImp,Other,,,,293.9587236,,11,30.19763073
2702.995215,,,DebtCon,Self,1.761393666,,,80.5,2,17,
6200,,80078,,,,,,,,,25.37554416
3748.534277,42100,50045.99966,DebtCon,Other,0.728294349,0,1,164.8,1,28,
6200,70793,71552,HomeImp,Sales,1.851093873,2,0,162.9451569,0,23,40.31539659
6200,6808.358355,98550,HomeImp,Other,0,0,1,182.8787798,0,31,37.19944569
6200,33467.67545,64854,DebtCon,,3.394548917,,1,63.11702323,,16,36.53874734
887.4690185,41097.45811,2267.848592,DebtCon,ProfExe,0,,,,,,27.16765596
3575.787695,,17169.65128,,,,,,,,,12.32470709
6200,133882,155222,HomeImp,ProfExe,9,0,0,212.5376432,0,19,20.61678366
5718.262663,56299.19272,30898.75737,HomeImp,Other,24,0,0,324.6868294,0,47,28.2855321
6200,29147.77205,36555.69109,HomeImp,Other,2,0,,101.1670603,,13,38.67514015
662.217484,99469,40889.17051,HomeImp,Office,7.032715647,0,0,124.7455955,1,12,35.64227011
6300,55000,8575.68524,DebtCon,ProfExe,2.777017506,0,0,130.0666667,0,20,
1575.237194,,15607.61809,HomeImp,Office,1,0,0,41.25011359,0,3,39.19806822
6300,9245.687522,43328.35813,DebtCon,,7,,0,63.62641325,,16,33.11182911
3352.804621,,34631.38228,HomeImp,Other,,,,294.4780476,,12,31.44775041
672.5817391,50055.77079,80355,HomeImp,Other,24,0,0,335.0741426,1,46,31.1772613
3963.819766,46950.28482,98314,DebtCon,Self,2.2,0,0,120.7333333,0,8,
6300,13953.25774,43424.59482,DebtCon,Mgr,0.8,2,0,84,1,12,
4029.013636,19287.68362,10324.99865,DebtCon,,1.127344357,0,0,209.3580469,4,30,29.59595551
6300,92659,49803.37502,HomeImp,ProfExe,2.273216627,0,0,199.0119272,0,27,26.52004952
6300,1367.555556,41509.32344,DebtCon,ProfExe,9,0,4,153.7804385,1,30,21.71959598
1607.025918,16512.83503,25335.68616,DebtCon,Mgr,0.930175248,,4,111.2065132,1,10,38.57713194
6300,43155.93114,64617.4599,DebtCon,ProfExe,0.080089985,,,,,,29.83596072
4186.445454,12476,32559,HomeImp,Office,12,3,6,227.1299051,0,23,23.31951678
6300,69357,73726,HomeImp,Sales,0.459115902,2,0,163.2839332,1,22,42.40781425
970.0577945,26655,29792,DebtCon,Other,0.749966329,1,0,12.75926745,10,6,28.36185178
4186.362975,7050.353216,45200,HomeImp,Other,7.549586034,0,2,128,4,17,
3251.00155,79386.31065,35138.35373,HomeImp,Other,8,,,419.3751538,1,50,42.24492757
3789.678686,76577,83200,DebtCon,,0.897899755,,,,,,22.05503421
4610.697817,47251,17408.9079,HomeImp,Other,0,0,,104.7924684,,13,36.41688697
6400,37709.16693,58659.82125,DebtCon,ProfExe,7,0,3,164.3154099,1,30,21.13798157
6400,81116,15513.24003,HomeImp,ProfExe,8,0,0,262.1754261,0,11,42.06826818
1681.966034,17491,31723.79236,HomeImp,Office,23,0,0,325.2993087,0,12,40.24440437
4934.002101,65215,67760.49034,HomeImp,Mgr,6.662183529,,1,213.8321032,0,24,40.64461955
1341.932539,62746,24397.85322,DebtCon,ProfExe,12,0,0,133.1015478,0,20,40.18812313
5079.64287,47239.44722,3992.988116,HomeImp,Other,6.501157205,0,0,109.1930214,0,26,37.96455432
3429.472049,70035,78635,DebtCon,Sales,1.263428042,0,0,147.0771635,0,31,31.20612976
6400,39687,51666,HomeImp,Office,6.023163948,,,177.591354,,19,26.1209597
6400,51436,91284,DebtCon,,4,0,0,209.6428984,2,30,31.97197121
6400,39964.04441,40705.74825,HomeImp,Other,0,1,,101.3914453,,12,36.60294734
4260.613891,3591.37301,46351,HomeImp,Self,,0,0,202.2507958,0,11,45.11431939
6400,16277.16582,11816.47607,DebtCon,Other,0.242283043,1,0,10.42564285,10,6,29.75370028
2921.41528,57887,74776,HomeImp,Mgr,3,0,1,126.3286437,0,22,28.75634543
6500,47949,53102,HomeImp,Office,3.549265305,,,180.8412499,,19,27.83900666
3835.2444,,37448,HomeImp,Other,,,,333.2308999,,11,29.01198058
5146.152835,43490.02459,70434,HomeImp,Other,0.484046303,0,0,127.0627016,2,21,37.80035293
6500,74482.80682,97630,DebtCon,ProfExe,1,,,,,,30.53126454
6500,63144,22219.34044,HomeImp,Mgr,1.103206031,0,2,129.0777116,0,23,29.05543313
1902.203031,33639,37345,HomeImp,ProfExe,11,0,0,191.0756559,0,13,24.22731934
6500,78741,10587.94088,DebtCon,ProfExe,0,,,,,,29.19886067
60.28446768,51724,87770,DebtCon,,0.858748608,0,0,209.3263116,4,29,30.3434486
6500,13600,,HomeImp,Other,13.30949016,2,5,115.3666667,1,16,
5397.470909,3973.853076,11905.2024,DebtCon,Other,1,1,0,97.2997561,6,38,
6500,65000,34920.48384,DebtCon,Other,4.376090534,0,0,224.8666667,0,13,
2563.886861,22005.23366,35836,HomeImp,Office,0.411454809,0,0,110.5666667,2,30,
2489.480814,75113,115900,HomeImp,Office,11.32761137,0,0,332.7333333,2,38,
6500,55000,88300,HomeImp,Office,29,0,0,234.4,1,17,
409.5951723,60000,70000,DebtCon,ProfExe,9,0,0,54.76666667,2,24,
3076.876009,52719.01981,107500,DebtCon,Office,1,0,0,242.4666667,1,38,
534.8030757,96314,101022.5097,HomeImp,ProfExe,11.40151872,0,0,475.8,2,40,
5312.704004,81145,117530,HomeImp,Office,21.25213235,0,0,327.2006385,1,38,34.34583769
5046.552308,,24161.82249,,,,,,,,,23.47088075
1259.000583,129898.5008,72921.39287,DebtCon,ProfExe,4,6,0,86.45222694,6,29,69.8005248
5925.069336,58689,72557,DebtCon,Other,0,0,1,94.00805286,2,18,34.89841307
3917.880741,62380,48136.19882,HomeImp,Office,25.81170613,0,0,232.5272907,0,16,26.16049489
6600,74376,2080.539493,DebtCon,,0.0956022,,,,,,20.02835351
6600,,1591.990424,HomeImp,,0,0,0,,0,0,12.21943615
2113.11868,68733,58432.73999,HomeImp,Other,5,0,0,96.9776672,0,14,42.21104678
6600,4596.187227,50486,HomeImp,Office,10,,,179.8008681,,19,27.53237611
6600,23460.63089,112630,HomeImp,Office,8.726693787,0,0,122.8155841,0,12,36.77345872
6600,,46516,HomeImp,,0,0,0,,0,0,14.84599073
1755.116178,34748.19992,29783.72181,HomeImp,Other,0.127889801,,,423.2096241,2,49,40.95709032
1220.332901,,55396,,,,,,,,,15.70399156
6700,55113,1280.492187,HomeImp,Other,0.084432611,0,0,84.41703046,0,17,23.64285383
657.6889263,52699.85876,13409.47615,HomeImp,ProfExe,5,0,0,195.7808633,0,19,32.39759341
6700,,5147.07214,DebtCon,Other,1.384646473,0,0,283.8972313,0,14,24.12045156
1214.722729,49367,59609,HomeImp,Other,6,0,0,99.30370078,0,17,25.23136638
2224.837599,58741,68225,DebtCon,ProfExe,9,0,3,173.5744163,1,31,23.58701323
6700,27510,42495,DebtCon,Other,2,0,2,171.5264892,3,27,41.42859751
6619.446979,,23138.55564,HomeImp,Other,9.468737534,,,,,,40.8949317
3393.142717,50517.62248,83014,HomeImp,Other,0,1,0,263.1734343,0,5,37.70699649
6700,18071.36799,20607.60031,HomeImp,Office,21,0,0,193.7547457,0,19,19.5495717
274.1094454,47912.28046,64358,HomeImp,Other,0,1,,108.3517475,,13,38.89419475
3107.033261,29662,36195,HomeImp,Office,0.914134501,0,0,112.1370807,1,30,38.52863281
6700,66587,37154.7038,DebtCon,ProfExe,9,1,0,43.92338263,1,24,39.73857627
4603.674581,,374.1310327,HomeImp,Mgr,1.418962084,0,0,174.7218341,1,8,62.24645112
4504.647224,28469.64012,14350.58179,HomeImp,Office,20,0,0,209.2063004,0,20,20.20351771
6700,74840.11765,133482.5444,HomeImp,ProfExe,13,1,0,215.4224064,0,19,19.49387198
6800,136951,20248.74112,HomeImp,ProfExe,11,0,0,219.7356734,1,18,20.8850935
6800,64185.04982,139082.4479,HomeImp,ProfExe,12,0,0,208.420843,0,19,19.33336736
5762.949352,25451.55326,65074,DebtCon,Mgr,7,,4,116.6327333,3,10,39.21502891
6800,78292,31339.26725,DebtCon,,3,,,,,,18.92721164
6800,131754.3132,121721.7729,HomeImp,ProfExe,2.293398115,0,0,201.9608343,0,18,22.32582879
2578.273372,57439,61309.24144,HomeImp,Mgr,2,0,2,126.3032351,0,22,27.11865353
567.8087474,76074,88178,HomeImp,Other,22,0,0,341.4650556,0,46,27.52324614
6800,31000,42000,DebtCon,Mgr,3.5,1,0,106.2666667,2,26,
1492.449837,35459.70704,15371.03857,DebtCon,Office,2.239553231,0,1,94.33333333,3,12,
6800,43582.365,12309.29831,HomeImp,Office,21,0,0,206.3063213,0,20,21.79851308
6020.253379,,2397.398659,HomeImp,Mgr,6,1,0,2.033333333,1,5,
2228.610698,6007.031087,60721.90649,DebtCon,Sales,,0,0,127.2341411,0,22,42.08390168
6800,,72310,HomeImp,Office,0.783665926,0,0,48.81883648,0,3,40.78739323
6800,2501.270104,4459.862569,HomeImp,Other,0,0,1,196.4649989,0,31,35.76160473
6800,74081.86931,88754,DebtCon,Mgr,19,0,1,298.7004822,0,23,39.10750164
6083.930863,45756.11482,76617.48,DebtCon,Office,1,0,0,230.8055881,1,38,17.96588344
6900,70717,55838.53184,HomeImp,Other,2,0,0,112.5890607,0,15,41.4280899
6900,53776,51952,HomeImp,Other,0.018290798,0,0,87.90011834,0,17,22.28699748
6900,53328,58088,DebtCon,Sales,2,0,0,101.5319079,0,21,35.76405836
278.8318205,5816,,HomeImp,Mgr,23,0,2,67.8,1,18,
2673.722852,57257,26264.24206,DebtCon,Other,3.714790635,2,0,138.234778,0,22,38.37246088
4303.180912,37055,83000,HomeImp,Sales,1,0,0,122.2666667,2,43,
643.3141041,97662,28343.90675,HomeImp,Office,14.24675818,0,0,111.1233973,0,11,37.25315085
54.37972697,9544.203645,68280,DebtCon,Other,0.870886835,0,0,61.9,8,22,
6702.856747,,57067,,,,,,,,,14.37098595
81.99769574,50387,68443,DebtCon,Mgr,1.036482449,,3,105.827329,2,10,40.71766885
6900,26493.89474,66042,HomeImp,Office,6.219344943,0,0,204.4845828,0,19,21.85549413
6900,21560.17618,84689,DebtCon,,4,0,0,224.2470369,3,29,30.52615072
6900,,17636.67248,HomeImp,Other,,,,311.8698993,,12,30.79062077
7000,55292.95515,3747.733421,HomeImp,Other,7.507157253,,,421.541928,1,49,40.82887293
7000,73873,24805.64776,DebtCon,Office,0,0,0,231.7999135,0,38,19.27357946
4684.53893,26444.49783,99149,HomeImp,Other,0.395548484,0,1,175.5714428,0,32,34.44966467
4453.887676,,47462,HomeImp,Other,,,,102.6573271,,9,36.09407143
7000,58605.45278,69320.78867,HomeImp,Other,0,0,1,171.8383862,0,31,36.24796303
876.9275657,49863.23293,70246.41259,HomeImp,ProfExe,3.427743937,0,0,213.3630277,2,24,34.47530193
4057.56562,3459.450796,35682.41357,HomeImp,Other,22,0,0,341.6105761,1,47,27.76729977
3692.374557,13838.29264,39926.66837,HomeImp,ProfExe,0.886180349,0,0,211.2844132,1,24,33.46140225
7000,43412.42736,26840.03403,HomeImp,Mgr,10,,1,197.3383979,0,24,39.84308734
7000,34076.31969,35507.37528,DebtCon,Office,4,0,0,90.38040908,3,11,36.30952679
2463.486296,142251,56454.72589,HomeImp,Other,5,0,0,87.83333333,4,21,
7000,19894,10965.27226,DebtCon,Other,4,0,0,134.7,1,16,
5548.590101,27290,63500,HomeImp,Office,5.461673241,,,,,,
6741.652089,493.0306862,46520,HomeImp,Office,17,0,1,183.1,0,23,
5848.267709,38471.76153,3975.472223,DebtCon,Other,1.142487366,1,1,242.4333333,0,8,
338.7961324,46000,46538.24073,DebtCon,Office,1,0,1,138.2333333,0,9,
1856.224765,95694.11431,51791.10202,DebtCon,Other,8,0,0,219.1666667,1,20,
7000,58843,75300,HomeImp,Other,0.342422917,0,0,103.6666667,0,7,
7000,383.3459222,19324.09294,DebtCon,Other,0.082230009,0,0,265.0666667,0,12,
7000,29000,49000,DebtCon,Other,2.039560367,0,0,234.4,1,32,
3615.37447,15.95052832,26600,,,,,,,,,
5409.317086,30521.98228,76353,HomeImp,Other,15,0,0,229.3,1,36,
325.9508341,16317.73258,15363.52476,HomeImp,Other,3.552274831,0,0,84.73333333,3,20,
7000,33777.09959,59000,DebtCon,Other,16,0,4,219.1333333,0,37,
7000,53194,56628.0779,HomeImp,ProfExe,14,7,0,183.6333333,2,28,
1235.993942,83000,74380.40686,HomeImp,Other,3.11673451,3,0,141,0,10,
6466.138893,82753.85192,7719.733272,DebtCon,Mgr,9.580266631,8,0,86.2,2,36,
7000,38800,44716.43438,HomeImp,ProfExe,15,0,0,96.36666667,0,18,
2169.582479,3840.977805,9392.536702,DebtCon,Office,0.378202123,0,0,139,0,13,
4370.719311,18000,25000,DebtCon,Other,2.03499844,1,0,205.9666667,1,19,
210.8354448,74500,81600,HomeImp,ProfExe,2,2,0,340.9,0,29,
676.3055849,64300,113321.323,HomeImp,Other,0.793037137,1,0,54.83333333,0,8,
5926.701984,21098.52608,25404.15358,HomeImp,Other,3.082571063,0,0,80.15243091,2,19,40.56186054
3070.43371,,91549.76395,HomeImp,Other,0.378816342,,,,,,40.73031534
7000,129959,65639.69342,HomeImp,ProfExe,4.959623323,0,0,209.9862995,0,18,21.91795226
7000,58114,93391,HomeImp,ProfExe,3.998471371,0,0,200.0777551,1,24,31.73651179
5076.6971,4514.620833,67750,HomeImp,Office,21,0,0,315.3214527,0,12,38.6936558
4238.298366,7123.679198,55000,,Other,12,0,1,192.7666667,2,31,
7100,54000,74800,DebtCon,Mgr,7.5,1,1,71,4,18,
1869.004032,,74753,HomeImp,Office,1.289739043,0,0,48.85464465,0,4,41.3025469
4675.272666,58343.22759,114457,HomeImp,Office,9.471011318,0,0,116.1000871,0,11,35.60189425
7100,6830.12519,68500,DebtCon,,19,0,0,155.2,1,12,
7100,,7348.648624,HomeImp,Other,0.800448741,0,0,272.9226847,1,25,41.91689953
7100,18822.58459,33580,DebtCon,Other,0.718708792,0,0,29.85636517,9,7,28.27147416
7100,36830.19785,27804.30033,DebtCon,Other,8,0,0,221.6073242,0,18,32.67435897
7100,18254.34882,72412,DebtCon,ProfExe,14,0,0,120.0334646,0,20,43.67874666
7100,27168.3022,24205.05682,DebtCon,Other,0,0,0,65.87204481,7,21,26.82949019
7100,6044.861625,9909.973621,HomeImp,Other,0,0,0,108.2171898,0,7,36.33755756
6373.218444,44582.57031,38747.92171,HomeImp,Other,3.304207755,0,0,84.83724997,0,17,22.86119965
7200,53317.6328,65000,DebtCon,Other,14,2,1,98.43333333,11,9,
1653.592956,62329,78007,DebtCon,ProfExe,4.073673861,0,0,55.35880309,1,23,38.64027711
3300.235487,57912,49596.53331,HomeImp,Other,15,0,0,241.5142498,0,35,35.06267566
7200,98691,96185.74403,HomeImp,Office,22,0,0,118.0001423,0,11,37.72035861
6384.630567,79946,22823.38152,DebtCon,Office,1,0,0,238.458825,0,37,18.61728869
7200,35739.36623,28486.45971,DebtCon,Other,8.714434306,0,0,82.16666667,0,12,
7200,28319.08679,10327.45206,DebtCon,Other,1.92479111,0,0,142,1,14,
6449.779034,16079.86908,22241.16694,DebtCon,Other,2.887019714,0,2,235.3666667,6,16,
1311.503033,,25156.48549,HomeImp,Other,,,,299.7527261,,12,31.88003318
7200,12861.73832,39660,HomeImp,Self,6,0,1,354.2397634,3,42,33.62413345
7200,,74610,HomeImp,Office,0.698861164,0,0,40.18213482,0,3,37.94125377
4481.689171,71667,117325,DebtCon,Office,0,0,1,241.0560781,1,38,18.51055133
654.2659479,,76723,HomeImp,Other,3.229843086,0,0,70.19389019,0,11,41.25070626
7200,55474.91751,86484,DebtCon,,4,,,,,,20.09904978
6499.043676,22832,7567.907994,DebtCon,Other,0,0,0,38.00326685,9,7,28.29568112
6968.847988,58671,66860.09744,HomeImp,Mgr,1.671124845,0,0,74.06666667,1,16,
6643.388221,26480.5337,75785,DebtCon,Other,5.906242588,0,1,45.96666667,0,13,
5661.103938,28500,42050,HomeImp,Other,3,,,,,,
7300,60971.32,77375,DebtCon,Other,0.764142132,,,,,,
461.7415762,131000,144354.5267,DebtCon,ProfExe,1.420521176,0,0,68.03333333,2,23,
7300,42546.77959,86766,HomeImp,ProfExe,1.335595865,0,0,240.0567715,2,23,31.7246985
2368.964971,18355.65927,40862.73332,HomeImp,Other,14,0,0,239.6202977,1,36,36.72713636
7300,93428,118184,HomeImp,Other,10,,,411.9520505,1,50,40.39647435
1668.591253,49064,64225,DebtCon,Mgr,6,,4,106.3759993,1,10,40.05191523
2486.870985,139348,146580.997,DebtCon,ProfExe,1,0,0,60.42476076,2,22,36.81229063
2112.876973,17591.18945,39543.73574,DebtCon,Other,0.933414642,0,0,221.3384208,1,31,36.00942149
7400,44125.64309,22186.38684,DebtCon,ProfExe,0,,,,,,27.20199961
4008.387252,2063,100448,HomeImp,Other,,0,0,96.13333333,0,14,
7400,,44651,HomeImp,Other,1.358336998,0,0,271.9181691,0,25,42.9300431
7400,138033,68158.73592,HomeImp,ProfExe,11,0,0,224.8470425,0,19,21.05757402
5964.42822,77428.43665,77057.0866,HomeImp,ProfExe,4.311513933,0,0,194.37214,1,27,26.64608364
7400,32785.32296,93839,DebtCon,ProfExe,0,,,,,,28.16183185
7400,16796.5339,86612,DebtCon,,4,0,0,207.7684144,4,30,29.93791783
7400,48468.53512,114849,DebtCon,Office,0,0,0,238.5863034,1,38,18.42136986
6324.702198,,54138,HomeImp,,0.60872327,0,0,,0,0,12.21967996
236.4403979,51974,59323,HomeImp,Other,4,0,0,83.34671188,0,18,23.39763463
4932.233364,20615.79942,67474.99027,HomeImp,Mgr,2.085170208,0,1,141.9621493,0,23,28.30024564
7400,71576,55241.8853,DebtCon,Sales,0,0,0,94.78223069,0,17,42.803422
1623.414149,48511.39324,68556.84888,HomeImp,Other,9.374371404,0,0,230.4202559,1,35,35.41511292
7400,72739,91425,DebtCon,ProfExe,2.484946656,0,0,128.8333333,0,26,
3644.697597,82412,91326,DebtCon,Mgr,10.27444997,0,1,316.9470825,1,24,37.90875019
7500,,46655.45173,HomeImp,ProfExe,3.295772696,0,3,158.2666667,2,18,
1539.581155,5258.315136,57799,DebtCon,,5.011528445,,0,65.57119786,,16,33.86574535
1200.028944,57340,78075.21835,DebtCon,ProfExe,4,0,5,86.23333333,3,14,
967.7841938,37396.49106,60252,DebtCon,Other,0.74350822,0,3,220.6249839,0,37,26.71153647
7500,63573,56803.52686,HomeImp,Other,4,0,0,111.4351899,0,14,41.77344662
7500,32070,25253.74356,DebtCon,Other,1,1,0,228.0360001,0,6,30.16221411
3644.558834,13098.73685,60518,DebtCon,,3.999709331,,0,79.41122999,,16,34.39744173
586.9307244,,49804,,,,,,,,,12.39123504
782.4479233,21983.99616,9829.183032,HomeImp,Sales,2.100017089,1,0,155.3919622,1,23,41.60098336
7500,84479,21601.25022,DebtCon,ProfExe,23,0,0,47.83285134,3,14,33.07501037
7500,88056,104794,DebtCon,ProfExe,15.2105469,0,0,56.75011314,2,14,30.53890697
7500,45.6041162,23561.49155,DebtCon,Other,5,0,0,286.9228238,0,11,23.06292573
4911.434242,38414.95782,72000,HomeImp,Office,5,0,3,295.8666667,0,19,
6129.466798,,,HomeImp,Other,11.77217634,,,158.9,1,21,
7500,35945,49750,HomeImp,Other,1.01876983,0,0,122.0666667,0,23,
7500,18400,29375,DebtCon,Other,4.787804402,1,0,147.1,0,9,
7500,44555.22848,33414.52258,HomeImp,Other,5,0,0,136.1,0,8,
7500,28563.96657,50125,DebtCon,Other,0.057547526,0,0,146.9333333,0,18,
4987.977038,57800,3818.228606,DebtCon,Mgr,2.430818479,0,1,124.1333333,1,18,
2763.976804,,40150,HomeImp,Other,1.098490975,0,0,,1,0,
2362.296006,80440,31009.01567,HomeImp,Mgr,6.785114858,0,1,201.5,0,24,
7500,29738.3415,87830,HomeImp,Other,5,0,0,153.2666667,2,16,
3464.777541,126000,133753.3002,HomeImp,ProfExe,10.61739899,0,2,75.66666667,1,13,
1785.427938,13839.94598,35652.74493,DebtCon,,9.097896996,1,0,115.6,1,26,
7500,,26850,HomeImp,Office,20,0,0,185.6333333,1,16,
7500,6823.720975,22885.33423,HomeImp,Other,2.131804421,0,0,178.3346667,0,29,
4757.683556,,36054.96929,HomeImp,Mgr,2.102998615,0,3,177.5,0,22,
7500,5826.672363,42000,DebtCon,Self,0.389967144,0,0,47.7,1,15,
7500,26684.24951,91508.41811,HomeImp,Office,5.5,1,4,344.9,1,30,
7500,42721,34487.54255,DebtCon,Other,12.53466143,1,3,126.7666667,2,23,
1875.277016,,,HomeImp,Other,17.66293939,,,157.3284228,0,20,
7500,12115,32865.21841,HomeImp,Office,13,3,6,234.9007508,0,24,24.66227667
7500,27460.05128,83368,DebtCon,ProfExe,7.943223497,0,0,227.2920898,0,17,24.09177036
7500,60192,56040.62946,DebtCon,ProfExe,8,0,0,60.50362521,2,24,39.28051238
7068.205821,57213,10567.85297,HomeImp,Office,28,0,0,243.1571192,1,16,23.99235335
570.7456221,50000,80000,HomeImp,Other,7.138602812,,5,299.5666667,2,18,
2015.361324,133475,203936,DebtCon,ProfExe,1,0,0,87.45287008,2,23,37.00596784
939.4494851,77518,75543.43252,DebtCon,,0.031548854,,,,,,22.65514029
7600,48829,62357,DebtCon,Office,3,0,1,92.94135782,2,12,35.67227361
7600,58622,58412.69798,HomeImp,Other,12.36608026,0,0,249.6337607,2,36,34.88206644
7600,,28593,HomeImp,Office,17.84908104,0,0,180.1689373,0,16,35.58340317
7600,42615.99449,58588,DebtCon,,2.16027116,,1,64.66010695,,16,35.05189677
1707.329615,80900,91111.99124,DebtCon,ProfExe,0.210284184,0,0,135.6401964,0,26,34.77708943
834.0899978,,40341,HomeImp,Other,2.025565398,0,0,265.0204754,1,25,43.30010531
976.9937733,8495.795564,19570.13627,,,,,,,,,34.88046232
6457.273668,32243,36369,HomeImp,ProfExe,7.839084269,0,0,180.4157867,0,13,21.72081838
3511.822885,30881.33578,86018,HomeImp,Other,16,0,0,187.1940112,0,28,24.21765848
6942.358606,56622,70136,DebtCon,Mgr,7,,4,120.7645092,1,11,38.13234577
7700,35100,45000,DebtCon,Office,3.967480294,0,0,206.9666667,1,23,
368.6556876,,67350,,,,,,,,,
2353.235583,16139.43031,81862,DebtCon,Sales,3,0,0,141.2686711,0,31,31.68194302
3884.949853,13229.33719,22212.6825,DebtCon,Other,0,0,0,17.4607499,10,6,30.23350474
7700,14589,33100,DebtCon,Other,3,0,7,122.0666667,0,22,
7700,75815.4133,83643,HomeImp,Other,11.13869772,0,0,353.1956285,0,47,28.54452887
272.5756431,,51665.11955,HomeImp,Office,0.160609062,0,0,56.60990629,0,3,40.49982045
1793.249438,51045,91068,HomeImp,Other,12.26259968,0,0,179.2409356,0,28,27.23109397
6081.541626,30970.88395,57500,DebtCon,Other,11,0,0,95.36666667,0,23,
7800,,6601.254034,HomeImp,Other,0,0,0,44.62959157,2,7,21.27178537
3764.455241,58399,42193.14799,DebtCon,Other,0.529682666,0,1,106.6313416,2,18,37.02476444
7800,25616.19019,20533.66807,HomeImp,Office,3.916019941,,,193.0814529,,18,26.49587929
7800,20012.01642,66688,DebtCon,Other,1.673666009,0,2,114.512158,3,18,37.92927387
5588.736866,64503,85608,HomeImp,Other,11.22199169,0,0,235.4853772,0,35,34.42324885
3627.877806,69662,80498,HomeImp,Other,4,0,0,100.428331,0,14,42.80734195
7800,13089.94935,32927.41729,DebtCon,Other,12,0,0,105.0875938,0,22,36.70541274
7800,29379.03322,59000,DebtCon,Other,16.12905305,0,0,274.9666667,3,29,
5802.38649,45375.44605,62800,HomeImp,Other,3.630451926,0,0,123.0333333,0,34,
18.8033444,2413.373599,33356.88713,DebtCon,Other,11,0,0,231.0011955,0,32,35.90611585
7800,55394,53837.96161,DebtCon,Other,22.30278766,0,0,262.0143577,2,29,38.98393849
3959.381002,,25880.82588,DebtCon,Other,1.229629729,0,0,295.1134207,0,13,23.24567301
7800,107235.1441,123500,DebtCon,Self,5.933033763,0,1,174.4666667,0,19,
452.4356005,9228.297601,69499.95793,HomeImp,ProfExe,2.175196685,0,0,220.8024443,2,24,31.82762682
7900,67222,74111.33403,HomeImp,Other,4,0,0,95.67687269,0,23,36.97971203
7900,11747.45975,57285,DebtCon,,5.161821506,1,0,110.0718569,1,25,25.40901671
